age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
44, Self-emp-not-inc,230684, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States,1.0,23.253595251132673,0.0,0
21, Private,57711, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,30, United-States,0.0,20.661680442993948,0.0,0
32, Private,164197, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States,0.0,26.78713516372263,0.0,1
46, Self-emp-not-inc,236852, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,22.896072797313405,1.0,1
36, Private,177616, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0.0,20.46401742302845,1.0,0
65, Private,153522, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,17, United-States,1.0,21.12239732885916,1.0,0
22, Private,137876, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,20, United-States,0.0,25.44501096817585,0.0,0
40, Self-emp-not-inc,154076, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,24.74824414812186,1.0,0
52, Private,202956, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,26.758145236270195,0.0,0
23, Private,478994, Some-college,10, Never-married, Other-service, Own-child, White, Female,40, United-States,1.0,23.228997312126626,0.0,0
47, Private,328216, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0.0,22.381103491163408,1.0,1
27, State-gov,291196, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,40, United-States,0.0,22.37706225060184,0.0,0
54, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,22.717125839052766,0.0,1
27, Private,129528, Some-college,10, Never-married, Sales, Not-in-family, White, Female,40, United-States,0.0,22.854638587561546,0.0,0
44, Private,214415, Some-college,10, Separated, Prof-specialty, Unmarried, Black, Female,40, United-States,0.0,27.180359710278964,1.0,0
60, Private,160339, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Columbia,0.0,21.737139303011194,0.0,0
43, Private,186396, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Female,20, United-States,1.0,23.26445769897493,0.0,0
54, Private,156003, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,26.84919531381815,1.0,0
34, Private,188736, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female,20, Columbia,0.0,22.074817122191487,1.0,0
32, Local-gov,112650, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,1.0,26.12920798642912,0.0,0
48, Private,102597, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,44, United-States,0.0,24.46357524268094,0.0,0
49, Private,120629, Some-college,10, Widowed, Sales, Unmarried, White, Female,30, United-States,0.0,20.574997449540163,0.0,0
28, Private,23324, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0.0,24.92267517357446,0.0,0
49, Private,297884, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,1.0,24.8376544492496,0.0,0
32, Private,97306, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,48, United-States,0.0,20.02961875887821,0.0,0
59, Private,170148, Some-college,10, Divorced, Other-service, Unmarried, White, Female,32, United-States,0.0,25.48367287198172,1.0,0
43, Private,355728, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States,0.0,24.120773361027798,0.0,0
33, State-gov,73296, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,40, United-States,1.0,24.250485893834142,0.0,0
66, ?,188842, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,24, United-States,0.0,19.427332731655746,1.0,0
20, ?,117789, Some-college,10, Never-married, ?, Own-child, White, Female,40, United-States,0.0,25.21970564478164,0.0,0
60, Self-emp-not-inc,95490, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,23.448870270885358,1.0,0
47, Self-emp-not-inc,216657, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,0.0,23.233446427085862,0.0,0
30, Private,318749, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,35, Germany,0.0,19.926357902998127,0.0,0
22, Local-gov,50065, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States,0.0,25.207219740466307,0.0,0
68, Self-emp-inc,136218, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,15, United-States,0.0,25.41260384471481,0.0,0
27, Private,80165, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,20, United-States,0.0,21.66910913640691,0.0,0
20, State-gov,340475, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10, United-States,0.0,19.821195630749,0.0,0
34, Private,591711, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,48, ?,0.0,19.49726285975639,0.0,0
21, State-gov,204425, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,20, United-States,0.0,23.95776671944945,0.0,0
67, Self-emp-not-inc,364862, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,30, United-States,1.0,20.70576821366772,1.0,0
41, Private,108681, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,0.0,25.18010651287245,0.0,0
66, ?,68219, 9th,5, Married-civ-spouse, ?, Husband, White, Male,40, United-States,0.0,24.658827935988583,0.0,0
49, Local-gov,337768, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,23.95040331659168,1.0,1
30, Private,243190, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,20, India,0.0,19.230221296249358,0.0,1
44, Private,147265, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,24.51022565900004,0.0,1
19, Self-emp-not-inc,285263, 9th,5, Never-married, Prof-specialty, Not-in-family, White, Male,35, Mexico,0.0,21.309113401182227,0.0,0
68, ?,192052, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,40, United-States,0.0,23.58701301897275,0.0,0
31, Private,130021, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,0.0,21.591504720796515,0.0,0
50, Private,89041, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0.0,22.995374065813518,0.0,1
65, Private,90907, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, United-States,1.0,23.6565709884895,0.0,0
31, ?,76198, HS-grad,9, Separated, ?, Own-child, White, Female,20, United-States,0.0,25.884319952385287,0.0,0
52, Private,186272, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,40, United-States,0.0,23.137831174081906,0.0,0
34, Private,136721, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States,1.0,20.379396737626642,0.0,0
44, Private,340885, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,22.41630619250097,1.0,1
56, Federal-gov,155238, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,22.943906876909324,0.0,1
17, Private,177629, 11th,7, Never-married, Sales, Own-child, White, Female,20, United-States,0.0,23.598225773792485,0.0,0
40, Private,308027, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,40, United-States,0.0,24.952134040430174,0.0,0
26, Self-emp-not-inc,284343, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,22.401042242928185,0.0,0
35, Private,146042, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States,1.0,24.09302413008564,0.0,0
55, Private,115439, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,24.11091865679773,1.0,1
22, Private,236769, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,20, England,0.0,23.03339109539113,1.0,0
25, Self-emp-not-inc,108001, 9th,5, Never-married, Craft-repair, Not-in-family, White, Male,15, United-States,1.0,25.311818109981107,0.0,0
54, Self-emp-not-inc,154785, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,0.0,26.194031220373034,0.0,0
59, Private,177120, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,22.379491038887767,1.0,0
43, Private,397280, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,0.0,23.839621760427562,1.0,1
34, Local-gov,210164, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.01691855059312,0.0,0
39, Private,82488, Some-college,10, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,38, United-States,0.0,25.08196446022432,0.0,0
21, Private,206008, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,50, United-States,0.0,23.500095937794427,0.0,0
32, Private,137076, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,23.22281574644941,1.0,1
46, Private,78529, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,60, United-States,0.0,19.546499660403022,0.0,1
22, Private,298489, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0.0,23.07866938386795,0.0,0
30, Private,251411, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,1.0,26.12314483051738,0.0,0
47, Self-emp-inc,205100, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, Germany,0.0,25.11461769453029,1.0,0
35, State-gov,89040, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,23.252803441739964,0.0,1
62, Private,199193, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,25, United-States,0.0,23.108708703881067,0.0,0
56, Local-gov,435836, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0.0,24.666487494652273,0.0,0
44, Self-emp-not-inc,47818, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,60, United-States,0.0,26.345767339278034,0.0,0
53, Private,55861, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,21.526364763332865,0.0,1
64, State-gov,550848, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,23.09838463310071,0.0,1
30, Private,53285, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,52, United-States,0.0,20.618889027192267,0.0,1
51, Private,337195, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,1.0,20.727891929422146,1.0,1
34, Private,242460, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,24.28884097935064,1.0,1
43, State-gov,146908, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, ?,0.0,24.51089744907712,0.0,0
22, Private,243178, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,20, United-States,1.0,23.933590225158838,0.0,0
36, Private,167482, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,20.39213442799907,0.0,1
35, Private,434114, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico,0.0,24.352304543561115,0.0,0
32, Private,153471, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,35, United-States,1.0,23.319504867919544,0.0,0
23, Private,240049, Preschool,1, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,40, Laos,0.0,23.045043002237573,1.0,0
26, Private,117217, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,45, United-States,0.0,24.52440410260664,1.0,0
49, Private,214169, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,19.431184192524714,0.0,1
59, Federal-gov,176317, 10th,6, Divorced, Other-service, Not-in-family, White, Female,37, United-States,0.0,23.843333749738306,0.0,0
55, Private,239404, 10th,6, Married-civ-spouse, Transport-moving, Husband, Black, Male,45, United-States,0.0,27.23826840863014,1.0,0
23, Private,265077, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,40, United-States,1.0,21.68010853521839,1.0,0
20, Private,33087, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,0.0,21.0304706902996,0.0,0
46, Self-emp-inc,120902, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,37, United-States,0.0,26.176716612793307,0.0,1
30, Self-emp-not-inc,196342, Some-college,10, Never-married, Sales, Own-child, White, Male,25, United-States,0.0,28.42003127214551,1.0,0
28, Private,160981, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,52, United-States,0.0,22.318267309738307,0.0,0
62, Private,77884, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,40, Philippines,0.0,27.39732261379557,1.0,0
46, Private,179869, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.80125176734611,0.0,0
17, Private,230789, 9th,5, Never-married, Sales, Own-child, Black, Male,22, United-States,0.0,26.384982187569772,0.0,0
63, Private,108097, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,21.585595369672674,0.0,0
30, Private,234919, Some-college,10, Never-married, Sales, Own-child, White, Female,40, El-Salvador,0.0,24.18125791580616,0.0,0
50, Local-gov,20795, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,19.20773050296652,0.0,1
37, Private,160920, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,21.30662078954905,0.0,0
35, Self-emp-not-inc,147258, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,65, United-States,0.0,25.17938582571369,0.0,0
38, Local-gov,329980, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, Canada,0.0,22.569855529118826,0.0,0
43, Private,129573, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,44, United-States,0.0,27.53110722505503,1.0,0
22, Private,194848, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,0.0,24.449372010140966,0.0,0
35, Private,187711, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0.0,20.479769497231974,0.0,0
20, ?,189203, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,20, United-States,0.0,21.99527250701674,0.0,0
33, Private,136331, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0.0,23.133499452685232,1.0,0
58, Private,193568, 11th,7, Widowed, Other-service, Not-in-family, White, Female,40, United-States,0.0,24.796533775306635,0.0,0
50, Private,98350, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Philippines,0.0,25.00134195391849,1.0,1
32, Private,136935, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,13, United-States,0.0,26.53542816860909,0.0,0
48, Private,146919, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,45, United-States,0.0,22.971564092339147,1.0,0
63, Private,76860, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,40, Philippines,0.0,23.33505309725902,0.0,1
27, Private,123302, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, Poland,0.0,26.32820907192935,1.0,0
53, Local-gov,233722, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Male,40, United-States,1.0,23.87794711757925,1.0,0
33, Private,113364, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,40, United-States,0.0,21.810863944090304,1.0,0
37, Private,321943, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,23.559280311957068,0.0,1
21, Private,140764, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,45, United-States,0.0,26.385625708573322,1.0,0
28, Private,90915, Bachelors,13, Married-spouse-absent, Tech-support, Unmarried, Black, Female,40, United-States,0.0,25.29528211735505,0.0,0
50, Self-emp-not-inc,324506, HS-grad,9, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,48, South,0.0,24.178916161052236,0.0,0
22, Private,199266, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,30, United-States,0.0,21.007403575204734,0.0,0
38, Self-emp-not-inc,64875, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,50, United-States,0.0,24.910062688003787,0.0,0
33, ?,289046, HS-grad,9, Divorced, ?, Not-in-family, Black, Male,40, United-States,0.0,24.88310817794622,1.0,0
24, Private,134787, Some-college,10, Never-married, Sales, Own-child, White, Female,40, United-States,0.0,25.46478092384159,0.0,0
39, Local-gov,43702, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,37, United-States,0.0,22.32642937036046,0.0,0
27, Private,113464, 1st-4th,2, Never-married, Other-service, Own-child, Other, Male,35, Dominican-Republic,0.0,24.52766427770969,1.0,0
58, Private,137547, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, South,0.0,23.349335260810623,0.0,0
56, Private,92215, 9th,5, Divorced, Craft-repair, Not-in-family, White, Female,40, United-States,0.0,20.532479713301306,0.0,1
22, ?,153131, Some-college,10, Never-married, ?, Own-child, White, Male,40, United-States,0.0,21.12983619424364,1.0,0
61, Private,119986, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?,0.0,21.4617460103484,0.0,1
48, Private,204990, HS-grad,9, Never-married, Tech-support, Unmarried, Black, Female,33, Jamaica,0.0,21.55064281904552,1.0,0
25, Private,180212, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States,0.0,23.17599344432565,0.0,0
35, Private,106028, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,65, United-States,1.0,22.162001907894574,0.0,0
39, State-gov,24721, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States,1.0,24.03357720130611,1.0,0
50, Private,271262, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,21.218483305674933,1.0,1
48, Private,199735, Bachelors,13, Divorced, Priv-house-serv, Not-in-family, White, Female,44, Germany,0.0,24.206068835702343,1.0,0
48, Private,119722, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,8, United-States,0.0,27.65279105726035,0.0,0
54, Private,53407, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.554878996142445,0.0,0
59, Self-emp-not-inc,241297, Some-college,10, Widowed, Farming-fishing, Not-in-family, White, Female,40, United-States,0.0,23.160165416184093,0.0,0
27, Local-gov,85918, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,68, United-States,0.0,23.373638309780336,0.0,0
42, Private,36271, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,19.753977776588407,1.0,1
40, Local-gov,150755, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,75, United-States,0.0,23.941361701755408,1.0,1
33, State-gov,291494, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,20.466671584728946,1.0,1
40, Private,198452, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,1.0,23.95152832440391,0.0,0
22, ?,113175, Some-college,10, Never-married, ?, Own-child, White, Female,20, United-States,0.0,25.038370508812648,1.0,0
65, Private,176796, Doctorate,16, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States,0.0,24.825408707772798,0.0,0
19, Private,210308, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,15, United-States,0.0,21.94560732926629,1.0,0
32, Private,207668, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,50, United-States,1.0,21.984176748148204,1.0,1
38, Private,207202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States,0.0,21.96836546309597,0.0,1
47, Private,225456, HS-grad,9, Never-married, Tech-support, Other-relative, White, Male,50, United-States,0.0,25.66056086705657,0.0,0
59, Self-emp-not-inc,148626, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0.0,23.44399437188105,0.0,0
38, Private,103408, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, ?,1.0,26.472396589490717,1.0,0
42, Private,33126, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,23.044497659195308,1.0,1
38, Private,297449, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States,0.0,19.213397736530144,0.0,1
31, Private,264864, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,40, United-States,0.0,23.93055025426754,0.0,0
43, Private,459342, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,27.501782339087487,1.0,0
41, Private,41090, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0.0,23.80571117787885,0.0,0
30, Private,345122, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,21.113515077117327,0.0,0
21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,50, Mexico,0.0,22.73486179793308,0.0,0
48, State-gov,212954, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,23.551369576769233,1.0,1
31, Private,329874, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,1.0,21.2260206268698,1.0,0
46, Private,163021, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,0.0,23.647457751128314,0.0,0
53, Private,130143, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States,0.0,25.16254608481853,0.0,0
21, Self-emp-not-inc,318987, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0.0,23.99711707906457,0.0,0
49, ?,114648, 12th,8, Divorced, ?, Other-relative, Black, Male,40, United-States,1.0,20.0734160995148,1.0,0
18, Private,217743, 11th,7, Never-married, Sales, Own-child, White, Female,40, United-States,0.0,24.960514501505518,1.0,0
58, Private,31732, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,21.871340809977927,0.0,1
64, Self-emp-not-inc,388625, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,10, United-States,0.0,19.248864274189287,1.0,1
45, Self-emp-not-inc,210364, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,80, United-States,0.0,23.14431714604009,1.0,1
27, Private,120155, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,39, United-States,0.0,25.10469241897233,0.0,0
57, Private,89182, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,27.892253573288713,0.0,0
48, Private,148995, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,18.09137289118614,1.0,1
33, Private,214635, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,36, Haiti,0.0,25.695132670161854,0.0,0
28, Private,314649, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,60, United-States,0.0,23.929358497718027,0.0,0
35, Private,403037, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,40, United-States,1.0,25.3457817944723,0.0,0
50, Private,258819, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,23.610921360029216,1.0,1
56, Private,435022, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,50, United-States,0.0,24.31268396182217,0.0,0
60, ?,191024, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, United-States,0.0,27.69590993846109,0.0,0
21, Private,190227, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States,0.0,23.006233993880844,0.0,0
31, Private,137814, Some-college,10, Divorced, Sales, Own-child, White, Female,30, United-States,0.0,27.478697134533004,1.0,0
44, Private,162028, 11th,7, Divorced, Sales, Unmarried, White, Female,44, United-States,1.0,23.993203632369827,0.0,0
46, Self-emp-not-inc,277946, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,26.107145304288093,1.0,0
51, Private,135190, 7th-8th,4, Separated, Machine-op-inspct, Not-in-family, Black, Female,30, United-States,0.0,22.322360677436148,0.0,0
25, Self-emp-not-inc,176756, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,35, United-States,0.0,19.936577886812245,1.0,0
67, Self-emp-not-inc,179285, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,30, United-States,0.0,24.97698840390419,0.0,0
42, State-gov,192397, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,38, United-States,0.0,21.934783397800288,1.0,0
34, Local-gov,231826, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, El-Salvador,0.0,25.318355838877373,0.0,0
43, Private,388725, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,25.950042949018425,0.0,0
36, Private,189674, Some-college,10, Separated, Other-service, Other-relative, Black, Female,40, United-States,1.0,25.21565121940512,1.0,0
19, Private,208656, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,0.0,25.213568119282197,0.0,0
44, Private,206878, HS-grad,9, Never-married, Sales, Other-relative, White, Female,15, United-States,0.0,23.97780185217021,0.0,0
19, Private,96176, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, United-States,0.0,24.1085826001672,0.0,0
40, Private,63745, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,1.0,23.963875922027462,0.0,0
20, Private,34568, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,0.0,23.077585805822373,1.0,0
46, Self-emp-not-inc,176319, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,40, United-States,0.0,22.20948191849295,1.0,1
31, Private,168387, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Canada,0.0,23.44314377841485,0.0,1
29, Self-emp-not-inc,245790, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,80, United-States,1.0,25.096302305113678,0.0,0
39, Private,245361, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,25, United-States,0.0,25.13107135768004,0.0,0
37, Private,178100, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0.0,20.51790694921613,0.0,1
54, Private,115912, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.434597107582988,0.0,0
39, Local-gov,256997, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.339181121827608,0.0,0
40, Private,374137, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,40, United-States,1.0,21.802122950920033,0.0,0
37, Self-emp-not-inc,107410, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,21.936351291283327,0.0,0
56, Self-emp-not-inc,66356, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States,1.0,19.972421753146023,1.0,0
53, Federal-gov,90127, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States,0.0,24.22607373499312,0.0,1
34, Private,113838, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,22.444439260957346,1.0,1
36, Local-gov,180805, HS-grad,9, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,40, United-States,0.0,21.265395291591272,0.0,0
